level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Mars trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Jupiter trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Neptune trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Earth trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Hungaria group,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Apollo group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Atira group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Amor group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Earth trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Aten group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Hilda group,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Main belt asteroids,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Centaurs,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hirayama families,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hilda group,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Makemake,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Ceres,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Haumea,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Pluto,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Eris,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hungaria group,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Ixion,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Huya,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Pluto,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Orcus,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Twotinos,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Sedna,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Eris,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Detached objects,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Quaoar,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Makemake,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Eris,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Sedna,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Pluto,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Haumea,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Neptune trojans,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Quaoar,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Logos,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Teharonhiawako,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Chaos,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Borasisi,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Makemake,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Varuna,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Deucalion,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comae,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comae,Coma dust,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comae,Ionized coma gases,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comae,Neutral coma gases,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet nuclei,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet nuclei,Comet surfaces,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet nuclei,Comet volatiles ,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet nuclei,Comet interiors,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Dirty snowball model,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,Oort cloud,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,Oort cloud,Oort cloud objects,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Main-belt comets,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet tails,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet tails,Comet tail streamers,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Aperiodic comets,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Kreutz Sungrazers,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Short period comets,,,,,,
Solar system astronomy,Solar system,The Sun,,,,,,,,
Solar system astronomy,Solar system,Kuiper belt,,,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Ixion,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Huya,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Pluto,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Orcus,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Twotinos,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Sedna,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Eris,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Detached objects,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Quaoar,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Makemake,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Eris,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Sedna,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Pluto,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Haumea,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Neptune trojans,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Quaoar,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Logos,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Teharonhiawako,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Chaos,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Borasisi,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Makemake,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Varuna,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Deucalion,,,,,
Solar system astronomy,Solar system,Solar neighborhood,,,,,,,,
Solar system astronomy,Solar system,Solar system planets,,,,,,,,
Solar system astronomy,Solar system,Solar system planets,Inner planets,,,,,,,
Solar system astronomy,Solar system,Solar system planets,Inner planets,Mercury (planet),,,,,,
Solar system astronomy,Solar system,Solar system planets,Inner planets,Earth (planet),,,,,,
Solar system astronomy,Solar system,Solar system planets,Inner planets,Mars,,,,,,
Solar system astronomy,Solar system,Solar system planets,Inner planets,Venus,,,,,,
Solar system astronomy,Solar system,Solar system planets,Outer planets,,,,,,,
Solar system astronomy,Solar system,Solar system planets,Outer planets,Uranus,,,,,,
Solar system astronomy,Solar system,Solar system planets,Outer planets,Saturn,,,,,,
