level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,level 12
Astronomical objects,Stars,Dwarf stars,Brown dwarfs,L subdwarfs,,,,,,,
Astronomical objects,Stars,Dwarf stars,Brown dwarfs,T dwarfs,,,,,,,
Astronomical objects,Stars,Dwarf stars,Brown dwarfs,T subdwarfs,,,,,,,
Astronomical objects,Stars,Dwarf stars,Brown dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,F dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,G dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,Late-type dwarfs,K dwarfs,,,,,,,
Astronomical objects,Stars,Dwarf stars,Late-type dwarfs,M dwarfs,,,,,,,
Astronomical objects,Stars,Dwarf stars,Late-type dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,O dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,Red dwarfs,Red dwarf flare stars,,,,,,,
Astronomical objects,Stars,Dwarf stars,Red dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,DA stars,,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,DB stars,,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,DO stars,BL Herculis stars,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,DO stars,PG 1159 stars,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,DO stars,,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,ZZ Ceti stars,,,,,,,
Astronomical objects,Stars,Dwarf stars,White dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,Yellow dwarfs,The Sun,,,,,,,
Astronomical objects,Stars,Dwarf stars,Yellow dwarfs,,,,,,,,
Astronomical objects,Stars,Dwarf stars,,,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,A dwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,A giants,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,A subdwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,A subgiants,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,A supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ae stars,Herbig Ae/Be stars,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ae stars,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Am stars,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ap stars,Holmium stars,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ap stars,Manganese stars,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ap stars,Silicon stars,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,Ap stars,,,,,,,
Astronomical objects,Stars,Early-type stars,A stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,53 Persei stars,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,B dwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,B giants,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,B subdwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,B supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,BW stars,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,Be stars,Herbig Ae/Be stars,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,Be stars,Lambda Eridani stars,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,Be stars,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,Bp stars,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,Mercury-manganese stars,,,,,,,
Astronomical objects,Stars,Early-type stars,B stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Ae stars,Herbig Ae/Be stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Ae stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Be stars,Herbig Ae/Be stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Be stars,Lambda Eridani stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Be stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Oe stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Oef stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Of stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WC stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WCN stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Wolf-Rayet stars,WN stars,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,Wolf-Rayet stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type emission stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type supergiants,A supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type supergiants,B supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type supergiants,O supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type supergiants,OB supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type supergiants,,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type variable stars,Beta Cephei stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type variable stars,Luminous blue variable stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type variable stars,S Doradus stars,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type variable stars,SX Arietis variables,,,,,,,
Astronomical objects,Stars,Early-type stars,Early-type variable stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,Faint blue stars,Blue stragglers,,,,,,,
Astronomical objects,Stars,Early-type stars,Faint blue stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,O dwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,O giant stars,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,O subdwarfs,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,O supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,Oe stars,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,Oef stars,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,Of stars,,,,,,,
Astronomical objects,Stars,Early-type stars,O stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,OB stars,OB supergiants,,,,,,,
Astronomical objects,Stars,Early-type stars,OB stars,,,,,,,,
Astronomical objects,Stars,Early-type stars,,,,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Disk population,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Disk stars,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Horizontal branch stars,Extreme horizontal branch stars,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Horizontal branch stars,Zero-age horizontal branch stars,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Horizontal branch stars,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,Bailey type stars,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,RRA stars,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,RRab stars,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,RRb stars,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,RRc stars,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,RR Lyrae variable stars,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,Population II Cepheid stars,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,SX Phoenicis variables,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population II stars,,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Population III stars,,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,Pre-galactic stars,,,,,,,
Astronomical objects,Stars,Evolved stars,Old stars,,,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,A giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,B giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,CH stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,CN stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Extreme carbon stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,F giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,G giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,LB variable stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,Barium stars,Semi-barium stars,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,Barium stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,Manganese stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,S stars,Zirconium stars,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,S stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,Strontium stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,Technetium stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Heavy metal stars,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,Delta Scuti variable stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,Gamma Cassiopeiae stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,LC variable stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,Mira variable stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,R Coronae Borealis stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,RC Aurigae stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,Soft gamma ray repeaters,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,T Tauri stars,Classical T Tauri stars,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,T Tauri stars,FU Orionis stars,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,T Tauri stars,Weak-line T Tauri stars,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,T Tauri stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,UU Herculis stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Irregular variable stars,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,K giants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,M giants,Me variable stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,M giants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Mira variable stars,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Semi-regular variable stars,S Vulpeculae stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,Semi-regular variable stars,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Late-type giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,O giant stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,OH/IR stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Peculiar giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,R stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Red giants,Red stragglers,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Red giants,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,S stars,Zirconium stars,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,S stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,A subgiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,F subgiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,G subgiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,K subgiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,M subgiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Subgiant stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Early-type supergiants,A supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Early-type supergiants,B supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Early-type supergiants,O supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Early-type supergiants,OB supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Early-type supergiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,F supergiants,UU Herculis stars,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,F supergiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,G supergiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Late-type supergiants,K supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Late-type supergiants,M supergiants,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Late-type supergiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,Red supergiants,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Supergiant stars,,,,,,
Astronomical objects,Stars,Evolved stars,Post-main sequence stars,Giant stars,Weak G band stars,,,,,,
